negocio,etapa1_cotacao,etapa2_autorizacao,etapa3_cirurgia,etapa4_faturamento,status,ganho,ano,mes,vendedor,cliente,tipo_pagador,estado,produto,linha_produto,valor,receita_ganha,valor_perdido,motivo_perda,etapa_perda,dias_consignacao,dias_pagamento,ciclo_total_dias,dias_cotacao_autorizacao,dias_cirurgia_faturamento,valor_glosado,valor_recuperado,glosa_nao_recuperada
FH-2023-00933,2023-11-03,2023-11-14,2023-11-17,2024-01-03,Ganho,1,2023,2023-11,Marcelo Bastos,Hospital Boa Vista,Hospital privado,PB,Cateter para angioplastia,Cardiologia,334806,334806,0,,,40,117,157,11,47,36822,23126,13696
FH-2023-01181,2023-11-03,2023-11-21,2023-12-04,,Perdido,0,2023,2023-12,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,130261,0,130261,Troca de fornecedor em sala,E3 Cirurgia,40,0,40,18,0,0,0,0
FH-2023-00895,2023-11-04,2023-11-07,2023-11-22,2024-01-17,Ganho,1,2023,2023-11,Ricardo Aragão,Saúde Atlântico,Operadora não verticalizada,AL,Implante de joelho,Ortopedia,129714,129714,0,,,78,173,251,3,56,14845,9626,5219
FH-2023-00994,2023-11-04,2023-11-12,2023-11-14,2024-01-01,Ganho,1,2023,2023-11,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Stent farmacológico,Cardiologia,267021,267021,0,,,63,147,210,8,48,37627,17485,20142
FH-2023-01164,2023-11-05,2023-11-27,2023-12-11,2024-02-26,Ganho,1,2023,2023-12,Márcia Duarte,Hospital Areia Preta,Hospital privado,AL,Stent farmacológico,Cardiologia,137211,137211,0,,,24,117,141,22,77,13110,8821,4289
FH-2023-00829,2023-11-06,2023-11-29,2023-12-12,2024-01-01,Ganho,1,2023,2023-12,Paulo Menezes,NordMed Saúde,Operadora verticalizada,AL,Placas e parafusos,Ortopedia,106716,106716,0,,,37,98,135,23,20,7464,3646,3818
FH-2023-01096,2023-11-06,2023-11-10,2023-11-16,2024-01-01,Ganho,1,2023,2023-11,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,406165,406165,0,,,46,140,186,4,46,24599,17138,7461
FH-2023-00910,2023-11-07,,,,Perdido,0,2023,2023-11,Márcia Duarte,Hospital Cabo Branco,Hospital privado,PE,Placas e parafusos,Ortopedia,36936,0,36936,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01178,2023-11-07,,,,Perdido,0,2023,2023-11,Ivan Peixoto,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,225234,0,225234,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01071,2023-11-08,,,,Perdido,0,2023,2023-11,Tatiana Coelho,Clínica Vida Nova,Hospital privado,PE,Cateter para angioplastia,Cardiologia,104791,0,104791,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00963,2023-11-09,2023-11-28,2023-12-02,2024-02-05,Ganho,1,2023,2023-12,Marcelo Bastos,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,264281,264281,0,,,42,130,172,19,65,18692,13637,5055
FH-2023-00864,2023-11-10,2023-11-28,,,Perdido,0,2023,2023-11,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,235271,0,235271,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,18,0,0,0,0
FH-2023-01192,2023-11-10,,,,Perdido,0,2023,2023-11,Tatiana Coelho,Saúde Atlântico,Operadora não verticalizada,AL,Material para artroscopia,Ortopedia,62209,0,62209,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00956,2023-11-11,2023-12-01,2023-12-09,2024-02-17,Ganho,1,2023,2023-12,Marcelo Bastos,Bom Viver Planos,Operadora não verticalizada,RN,Implante de joelho,Ortopedia,77216,77216,0,,,32,146,178,20,70,6634,3836,2798
FH-2023-01201,2023-11-13,2023-12-03,2023-12-19,2024-02-23,Perdido,0,2023,2023-12,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,84258,0,84258,Inadimplência do cliente,E4 Faturamento,29,0,29,20,66,0,0,0
FH-2023-01211,2023-11-14,2023-12-04,2023-12-12,2024-03-06,Ganho,1,2023,2023-12,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,22807,22807,0,,,29,123,152,20,85,1426,624,802
FH-2023-00913,2023-11-15,,,,Perdido,0,2023,2023-11,Tatiana Coelho,Saúde Atlântico,Operadora não verticalizada,AL,Haste intramedular,Ortopedia,74818,0,74818,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01002,2023-11-15,,,,Perdido,0,2023,2023-11,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,325116,0,325116,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00945,2023-11-16,2023-11-27,2023-12-18,,Perdido,0,2023,2023-12,Joana Rios,Hospital Cabo Branco,Hospital privado,PE,Introdutor e guia,Cardiologia,35353,0,35353,Troca de fornecedor em sala,E3 Cirurgia,20,0,20,11,0,0,0,0
FH-2023-01068,2023-11-16,2023-12-12,2023-12-18,2024-01-07,Ganho,1,2023,2023-12,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Placas e parafusos,Ortopedia,87671,87671,0,,,74,159,233,26,20,10706,7878,2828
FH-2023-01104,2023-11-16,2023-12-03,,,Perdido,0,2023,2023-11,Joana Rios,Clínica Cardio Espinheiro,Hospital privado,AL,Material para artroscopia,Ortopedia,43041,0,43041,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,17,0,0,0,0
FH-2023-00893,2023-11-17,,,,Perdido,0,2023,2023-11,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,32566,0,32566,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00987,2023-11-17,2023-11-23,,,Perdido,0,2023,2023-11,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,251227,0,251227,Cirurgia cancelada,E2 Autorizacao,0,0,0,6,0,0,0,0
FH-2023-01078,2023-11-17,2023-12-09,2023-12-12,2023-12-31,Ganho,1,2023,2023-12,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,243701,243701,0,,,52,128,180,22,19,21992,12005,9987
FH-2023-01110,2023-11-17,2023-11-28,2023-12-16,2024-02-24,Ganho,1,2023,2023-12,Márcia Duarte,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,111850,111850,0,,,30,119,149,11,70,7064,4205,2859
FH-2023-01102,2023-11-18,2023-11-30,2023-12-15,2024-03-16,Ganho,1,2023,2023-12,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,104974,104974,0,,,55,148,203,12,92,7679,5252,2427
FH-2023-00826,2023-11-19,,,,Perdido,0,2023,2023-11,Tatiana Coelho,Bom Viver Planos,Operadora não verticalizada,RN,Cateter para angioplastia,Cardiologia,121897,0,121897,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00973,2023-11-19,2023-11-25,2023-12-02,2024-01-24,Ganho,1,2023,2023-12,Cíntia Barbosa,Hospital Manaíra,Hospital privado,PE,Grampeador cirúrgico,Cirurgia geral,53908,53908,0,,,21,90,111,6,53,1849,1174,675
FH-2023-01086,2023-11-20,,,,Perdido,0,2023,2023-11,Ivan Peixoto,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,335464,0,335464,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00865,2023-11-21,2023-12-12,,,Perdido,0,2023,2023-11,Diego Fontes,NordMed Saúde,Operadora verticalizada,AL,Implante de joelho,Ortopedia,329057,0,329057,Cirurgia cancelada,E2 Autorizacao,0,0,0,21,0,0,0,0
FH-2023-00991,2023-11-21,2023-12-09,2023-12-14,2024-03-16,Ganho,1,2023,2023-12,Rogério Lins,Prever Saúde,Operadora não verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,34329,34329,0,,,47,128,175,18,93,2575,724,1851
FH-2023-01065,2023-11-22,2023-12-09,2023-12-30,2024-02-21,Ganho,1,2023,2023-12,Cíntia Barbosa,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,331377,331377,0,,,16,108,124,17,53,12417,4722,7695
FH-2023-00844,2023-11-23,2023-12-17,2024-01-07,2024-02-15,Ganho,1,2024,2024-01,Ricardo Aragão,Clinipar Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,95978,95978,0,,,73,153,226,24,39,8471,3461,5010
FH-2023-00965,2023-11-23,2023-12-17,2023-12-27,2024-02-05,Ganho,1,2023,2023-12,Joana Rios,Bom Viver Planos,Operadora não verticalizada,RN,Material para artroscopia,Ortopedia,23382,23382,0,,,13,72,85,24,40,592,351,241
FH-2023-01154,2023-11-23,2023-12-18,2024-01-08,2024-04-12,Ganho,1,2024,2024-01,Tatiana Coelho,Hospital Jardim Atlântico,Hospital privado,PE,Implante de quadril,Ortopedia,56853,56853,0,,,22,99,121,25,95,1902,941,961
FH-2023-01249,2023-11-23,2023-11-30,2023-12-18,2024-02-27,Perdido,0,2023,2023-12,Diego Fontes,NordMed Saúde,Operadora verticalizada,AL,Placas e parafusos,Ortopedia,230301,0,230301,Glosa não recuperada,E4 Faturamento,48,0,48,7,71,0,0,0
FH-2023-01067,2023-11-24,2023-12-16,2024-01-06,2024-03-13,Ganho,1,2024,2024-01,Rogério Lins,Hospital Municipal de Olinda,Hospital público,AL,Grampeador cirúrgico,Cirurgia geral,35782,35782,0,,,34,115,149,22,67,1885,1286,599
FH-2023-01284,2023-11-24,2023-12-10,2023-12-31,2024-03-22,Ganho,1,2023,2023-12,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Kit de consumo cirúrgico,Cirurgia geral,167857,167857,0,,,46,128,174,16,82,12839,6763,6076
FH-2023-01091,2023-11-25,,,,Perdido,0,2023,2023-11,Marcelo Bastos,Saúde Atlântico,Operadora não verticalizada,AL,Stent farmacológico,Cardiologia,919163,0,919163,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01142,2023-11-27,,,,Perdido,0,2023,2023-11,Márcia Duarte,Hospital Ponta Negra,Hospital privado,PE,Material para artroscopia,Ortopedia,29946,0,29946,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01150,2023-11-27,2023-12-21,,,Perdido,0,2023,2023-11,Ivan Peixoto,Bom Viver Planos,Operadora não verticalizada,RN,Material para artroscopia,Ortopedia,311709,0,311709,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,24,0,0,0,0
FH-2023-00842,2023-11-28,2023-12-09,2023-12-12,2024-02-02,Perdido,0,2023,2023-12,Ivan Peixoto,Bom Viver Planos,Operadora não verticalizada,RN,Haste intramedular,Ortopedia,80348,0,80348,Divergência na folha de sala,E4 Faturamento,44,0,44,11,52,0,0,0
FH-2023-01196,2023-11-28,2023-12-12,2023-12-31,2024-03-12,Ganho,1,2023,2023-12,Paulo Menezes,Clínica Cardio Espinheiro,Hospital privado,AL,Placas e parafusos,Ortopedia,80399,80399,0,,,45,116,161,14,72,5461,2706,2755
FH-2023-00996,2023-12-03,2023-12-12,2023-12-29,2024-02-14,Perdido,0,2023,2023-12,Marcelo Bastos,Hospital Geral de Mossoró,Hospital público,RN,Stent farmacológico,Cardiologia,1130078,0,1130078,Inadimplência do cliente,E4 Faturamento,58,0,58,9,47,0,0,0
FH-2023-00849,2023-12-04,2023-12-11,2023-12-30,2024-01-25,Ganho,1,2023,2023-12,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,121054,121054,0,,,27,107,134,7,26,6432,4277,2155
FH-2023-00866,2023-12-04,2023-12-20,,,Perdido,0,2023,2023-12,Márcia Duarte,Bom Viver Planos,Operadora não verticalizada,RN,Haste intramedular,Ortopedia,179078,0,179078,Cirurgia cancelada,E2 Autorizacao,0,0,0,16,0,0,0,0
FH-2023-01011,2023-12-04,,,,Perdido,0,2023,2023-12,Rogério Lins,Hospital Ponta Verde,Hospital privado,PE,Marcapasso,Cardiologia,45146,0,45146,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01034,2023-12-04,2023-12-11,2023-12-23,2024-03-19,Ganho,1,2023,2023-12,Paulo Menezes,Centro Cirúrgico Casa Forte,Hospital privado,PE,Implante de quadril,Ortopedia,62660,62660,0,,,37,104,141,7,87,4220,2230,1990
FH-2023-00819,2023-12-05,,,,Perdido,0,2023,2023-12,Joana Rios,Hospital Rio Doce,Hospital privado,AL,Kit de consumo cirúrgico,Cirurgia geral,24606,0,24606,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01233,2023-12-05,,,,Perdido,0,2023,2023-12,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,338970,0,338970,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00886,2023-12-06,2023-12-17,2024-01-06,2024-02-03,Perdido,0,2024,2024-01,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Stent farmacológico,Cardiologia,666307,0,666307,Divergência na folha de sala,E4 Faturamento,31,0,31,11,28,0,0,0
FH-2023-00966,2023-12-07,,,,Perdido,0,2023,2023-12,Ricardo Aragão,Clinipar Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,59355,0,59355,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01277,2023-12-08,2023-12-13,2023-12-29,,Perdido,0,2023,2023-12,Rogério Lins,Bem-Estar Saúde,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,338123,0,338123,Troca de fornecedor em sala,E3 Cirurgia,37,0,37,5,0,0,0,0
FH-2023-00979,2023-12-09,2023-12-15,,,Perdido,0,2023,2023-12,Paulo Menezes,Hospital Vila Nova,Hospital privado,AL,Placas e parafusos,Ortopedia,20210,0,20210,Cirurgia cancelada,E2 Autorizacao,0,0,0,6,0,0,0,0
FH-2023-01033,2023-12-10,,,,Perdido,0,2023,2023-12,Ivan Peixoto,NordMed Saúde,Operadora verticalizada,AL,Stent farmacológico,Cardiologia,170411,0,170411,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01042,2023-12-10,2024-01-01,2024-01-15,2024-04-07,Perdido,0,2024,2024-01,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Implante de joelho,Ortopedia,438093,0,438093,Glosa não recuperada,E4 Faturamento,50,0,50,22,83,0,0,0
FH-2023-01054,2023-12-10,2023-12-30,2024-01-16,2024-04-01,Ganho,1,2024,2024-01,Tatiana Coelho,Hospital Municipal de Garanhuns,Hospital público,PE,Cateter para angioplastia,Cardiologia,127883,127883,0,,,30,100,130,20,76,3035,2273,762
FH-2023-01035,2023-12-11,2023-12-16,,,Perdido,0,2023,2023-12,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Kit de consumo cirúrgico,Cirurgia geral,51257,0,51257,Cirurgia cancelada,E2 Autorizacao,0,0,0,5,0,0,0,0
FH-2023-01105,2023-12-11,,,,Perdido,0,2023,2023-12,Rogério Lins,Clinipar Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,57068,0,57068,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01136,2023-12-14,2024-01-03,,,Perdido,0,2023,2023-12,Ivan Peixoto,Clinipar Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,324192,0,324192,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,20,0,0,0,0
FH-2023-01139,2023-12-14,,,,Perdido,0,2023,2023-12,Tatiana Coelho,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,569241,0,569241,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01219,2023-12-15,,,,Perdido,0,2023,2023-12,Diego Fontes,Clinipar Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,136115,0,136115,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00984,2023-12-16,2023-12-22,2024-01-03,2024-03-04,Ganho,1,2024,2024-01,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,300367,300367,0,,,62,144,206,6,61,34274,23934,10340
FH-2023-01250,2023-12-16,2024-01-10,2024-01-25,2024-02-16,Ganho,1,2024,2024-01,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,262501,262501,0,,,51,116,167,25,22,18161,7259,10902
FH-2023-01046,2023-12-17,,,,Perdido,0,2023,2023-12,Joana Rios,Prever Saúde,Operadora não verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,48531,0,48531,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01036,2023-12-18,,,,Perdido,0,2023,2023-12,Cíntia Barbosa,Hospital Municipal de Paulista,Hospital público,PE,Malha e tela cirúrgica,Cirurgia geral,60609,0,60609,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01209,2023-12-18,2023-12-27,,,Perdido,0,2023,2023-12,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Material para artroscopia,Ortopedia,221244,0,221244,Autorização expirou,E2 Autorizacao,0,0,0,9,0,0,0,0
FH-2023-01248,2023-12-19,2024-01-04,,,Perdido,0,2023,2023-12,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,166972,0,166972,Troca de fonte pagadora no meio do processo,E2 Autorizacao,0,0,0,16,0,0,0,0
FH-2023-00951,2023-12-20,2023-12-31,2024-01-08,2024-03-05,Ganho,1,2024,2024-01,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,1171624,1171624,0,,,62,161,223,11,57,136847,69285,67562
FH-2023-00813,2023-12-21,2024-01-02,,,Perdido,0,2023,2023-12,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,93298,0,93298,Autorização expirou,E2 Autorizacao,0,0,0,12,0,0,0,0
FH-2023-01144,2023-12-21,2024-01-14,2024-02-04,2024-02-26,Ganho,1,2024,2024-02,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,293956,293956,0,,,68,148,216,24,22,49983,13424,36559
FH-2023-01129,2023-12-22,2024-01-03,2024-01-09,2024-03-11,Ganho,1,2024,2024-01,Cíntia Barbosa,Hospital Municipal de Olinda,Hospital público,AL,Introdutor e guia,Cardiologia,96320,96320,0,,,23,93,116,12,62,4270,1871,2399
FH-2023-01006,2023-12-23,2024-01-08,2024-01-26,,Perdido,0,2024,2024-01,Joana Rios,Hospital Municipal de Garanhuns,Hospital público,PE,Implante de joelho,Ortopedia,58298,0,58298,Troca de fornecedor em sala,E3 Cirurgia,22,0,22,16,0,0,0,0
FH-2023-01045,2023-12-23,2024-01-06,2024-01-26,,Perdido,0,2024,2024-01,Cíntia Barbosa,Hospital Regional de Petrolina,Hospital público,PE,Kit de consumo cirúrgico,Cirurgia geral,33217,0,33217,Troca de fornecedor em sala,E3 Cirurgia,22,0,22,14,0,0,0,0
FH-2023-01125,2023-12-23,2023-12-30,2024-01-18,2024-03-25,Ganho,1,2024,2024-01,Paulo Menezes,Centro Cirúrgico Casa Forte,Hospital privado,PE,Implante de joelho,Ortopedia,73210,73210,0,,,31,111,142,7,67,6492,4506,1986
FH-2023-00872,2023-12-24,,,,Perdido,0,2023,2023-12,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,303119,0,303119,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01288,2023-12-24,2024-01-13,,,Perdido,0,2023,2023-12,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,139441,0,139441,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,20,0,0,0,0
FH-2023-01271,2023-12-26,2024-01-19,2024-01-23,2024-04-10,Perdido,0,2024,2024-01,Tatiana Coelho,Hospital Municipal de Garanhuns,Hospital público,PE,Grampeador cirúrgico,Cirurgia geral,190861,0,190861,Glosa não recuperada,E4 Faturamento,29,0,29,24,78,0,0,0
FH-2023-00892,2023-12-27,2024-01-18,2024-02-01,2024-04-16,Ganho,1,2024,2024-02,Diego Fontes,Prever Saúde,Operadora não verticalizada,PE,Implante de quadril,Ortopedia,67462,67462,0,,,57,146,203,22,75,7977,5433,2544
FH-2023-00858,2023-12-28,2024-01-06,2024-01-26,2024-04-01,Ganho,1,2024,2024-01,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,110081,110081,0,,,52,178,230,9,66,8928,5723,3205
FH-2023-00982,2023-12-28,,,,Perdido,0,2023,2023-12,Márcia Duarte,Bem-Estar Saúde,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,122746,0,122746,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01075,2023-12-28,2024-01-11,2024-01-31,2024-05-02,Ganho,1,2024,2024-01,Tatiana Coelho,Clínica Cirúrgica Derby,Hospital privado,PB,Cateter para angioplastia,Cardiologia,238021,238021,0,,,22,107,129,14,92,6121,4064,2057
FH-2023-01255,2023-12-28,2024-01-10,2024-01-19,2024-03-10,Ganho,1,2024,2024-01,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,166343,166343,0,,,16,107,123,13,51,8959,4086,4873
FH-2024-01331,2024-01-01,2024-01-14,2024-01-19,2024-03-19,Ganho,1,2024,2024-01,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,113786,113786,0,,,53,131,184,13,60,6385,2016,4369
FH-2024-01627,2024-01-01,2024-01-22,2024-02-05,,Perdido,0,2024,2024-02,Paulo Menezes,Hospital Madalena,Hospital privado,AL,Placas e parafusos,Ortopedia,95388,0,95388,Material devolvido sem uso,E3 Cirurgia,22,0,22,21,0,0,0,0
FH-2024-01751,2024-01-01,2024-01-15,2024-01-26,2024-03-28,Perdido,0,2024,2024-01,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,91244,0,91244,Divergência na folha de sala,E4 Faturamento,28,0,28,14,62,0,0,0
FH-2024-01395,2024-01-02,2024-01-11,2024-01-25,2024-02-26,Ganho,1,2024,2024-01,Tatiana Coelho,Centro Cirúrgico Casa Forte,Hospital privado,PE,Marcapasso,Cardiologia,151698,151698,0,,,26,86,112,9,32,6123,1641,4482
FH-2024-01521,2024-01-02,2024-01-11,2024-01-21,2024-03-08,Ganho,1,2024,2024-01,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,42797,42797,0,,,44,111,155,9,47,3358,897,2461
FH-2024-01585,2024-01-03,,,,Perdido,0,2024,2024-01,Verônica Sá,Saúde Atlântico,Operadora não verticalizada,AL,Placas e parafusos,Ortopedia,10983,0,10983,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01807,2024-01-03,2024-01-24,,,Perdido,0,2024,2024-01,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,231612,0,231612,Cirurgia cancelada,E2 Autorizacao,0,0,0,21,0,0,0,0
FH-2024-01503,2024-01-04,,,,Perdido,0,2024,2024-01,Paulo Menezes,Hospital Madalena,Hospital privado,AL,Malha e tela cirúrgica,Cirurgia geral,56174,0,56174,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01700,2024-01-04,2024-01-11,2024-02-01,2024-02-24,Ganho,1,2024,2024-02,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,222386,222386,0,,,63,177,240,7,23,32856,23099,9757
FH-2024-01401,2024-01-05,,,,Perdido,0,2024,2024-01,Cíntia Barbosa,Bom Viver Planos,Operadora não verticalizada,RN,Implante de joelho,Ortopedia,79083,0,79083,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01778,2024-01-05,,,,Perdido,0,2024,2024-01,Verônica Sá,Prever Saúde,Operadora não verticalizada,PE,Material para artroscopia,Ortopedia,73057,0,73057,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2024-01508,2024-01-06,2024-01-31,2024-02-19,2024-05-21,Ganho,1,2024,2024-02,Márcia Duarte,Hospital Boa Vista,Hospital privado,PB,Material para artroscopia,Ortopedia,71206,71206,0,,,42,109,151,25,92,6165,2918,3247
FH-2024-01525,2024-01-06,,,,Perdido,0,2024,2024-01,Paulo Menezes,Saúde Atlântico,Operadora não verticalizada,AL,Stent farmacológico,Cardiologia,348550,0,348550,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
